Número de registros;disponibilidad_365;id_huesped;huesped_nombre;id;ultima_review;latitude;longitude;noches_minimas;descripción;barrio;zona;precio_noche;tipo_habitación
1;0;16731732;Javi Y Lara;9609003;11/04/2019;40,43744;-3,62464;2;COSY and Spacious LOFT+WIFI;Simancas;San Blas - Canillejas;54;Alojamiento completo
1;2;260821774;Aranzazu;34566381;;40,43477;-3,62409;2;Alquiler piso para final de la Champions league;Simancas;San Blas - Canillejas;2600;Alojamiento completo
1;4;110278964;Marcos;34665113;;40,43205;-3,62975;2;LOFT con JACUZZI a 10 min del WANDA METROPOLITANO;Simancas;San Blas - Canillejas;1300;Alojamiento completo
1;138;68399986;Claudio;18412722;10/05/2019;40,44041;-3,61895;2;Loft muy comodo y bien situado;Simancas;San Blas - Canillejas;60;Alojamiento completo
1;140;137045527;Juan;29526659;05/05/2019;40,43608;-3,61746;2;Family apartment, very near Wanda Metropolitano.;Simancas;San Blas - Canillejas;900;Alojamiento completo
1;280;217719694;The Good Loft;28880280;11/05/2019;40,43868;-3,62845;2;Luz y estilo industrial en un elegante loft de Madrid;Simancas;San Blas - Canillejas;79;Alojamiento completo
1;282;21694316;Carolina;4181790;15/03/2019;40,4373;-3,63108;2;Lovely loft with terrace and pool;Simancas;San Blas - Canillejas;65;Alojamiento completo
1;0;5748278;Anna;14166314;01/05/2018;40,42575;-3,61824;3;Piso Madrid;Arcos;San Blas - Canillejas;32;Alojamiento completo
1;5;93868864;Mariela;15862742;04/01/2019;40,44913;-3,6106;3;BIG HOUSE: BRIGHT & RENOVATED. Modern style;Canillejas;San Blas - Canillejas;140;Alojamiento completo
1;141;107685968;Adam;18765719;06/05/2019;40,44376;-3,57986;3;Apartamento cerca del Aeropuerto *PISCINA*;Rejas;San Blas - Canillejas;60;Alojamiento completo
1;317;148227817;Juanjo;20706034;05/05/2019;40,4418;-3,5841;3;Suite standar ZONA IFEMA AROPUERTO Y ESTADIO WANDA;Rejas;San Blas - Canillejas;65;Alojamiento completo
1;10;254131609;Marco;33713928;;40,44087;-3,61994;3;Loft a 10 minutos del estadio wanda metropolitano;Simancas;San Blas - Canillejas;1500;Alojamiento completo
1;124;231066017;Joaquín;30950444;13/05/2019;40,43816;-3,63413;3;APARTMENT IN MADRID- 4PAX- Ciudad Lineal;Simancas;San Blas - Canillejas;60;Alojamiento completo
1;12;229578179;Vinny;31166920;29/04/2019;40,43865;-3,62447;4;The roof;Simancas;San Blas - Canillejas;59;Alojamiento completo
1;213;140815424;Carlos Y Nancy;19891688;30/04/2019;40,44696;-3,58586;5;Perfecto depto gran ubicación. Aeropuerto IFEMA;Rejas;San Blas - Canillejas;53;Alojamiento completo
1;106;31090746;Juan Pedro;18725229;29/04/2019;40,43706;-3,63055;5;Modern and cozy loft. Alcalá street;Simancas;San Blas - Canillejas;51;Alojamiento completo
1;0;73984021;Genoveva;21841259;;40,44921;-3,58759;7;Apartamento muy bonito, tranquilo e independiente.;Rejas;San Blas - Canillejas;75;Alojamiento completo
1;63;11687033;Eva;15200660;05/02/2019;40,44331;-3,63112;7;Muy bien comunicado. Cerca de IFEMA;Salvador;San Blas - Canillejas;85;Alojamiento completo
1;155;28442060;Maria;16038916;04/01/2019;40,44104;-3,62848;7;Beautiful loft, filled with light and comfy bed.;Salvador;San Blas - Canillejas;39;Alojamiento completo
1;0;70394762;Pedro Ramon;15131020;;40,43743;-3,62452;60;Amazing LOFT;Simancas;San Blas - Canillejas;60;Alojamiento completo
1;44;124535547;José Ramón;32423972;;40,42006;-3,61887;1;Apartment available near Wanda Metropolitano;Arcos;San Blas - Canillejas;1500;Alojamiento completo
1;8;235843854;Maureen;33383484;;40,44728;-3,5952;1;Home to rent;Rejas;San Blas - Canillejas;85;Alojamiento completo
1;79;8901422;Valentina;4728260;09/05/2019;40,43869;-3,61847;1;SPECTACULAR LOFT OF THREE FLOORS;Simancas;San Blas - Canillejas;80;Alojamiento completo
1;283;63731862;Isabel;18247891;28/04/2019;40,43101;-3,61694;2;Casa economica cerca del Wanda Metropolitano;Hellín;San Blas - Canillejas;46;Alojamiento completo
1;56;382539;Tony;34630802;;40,43222;-3,6009;2;Madrid Amazing Penthouse Champions League Wanda;Rosas;San Blas - Canillejas;5089;Alojamiento completo
1;286;91717192;Antonio;14730017;18/12/2017;40,44318;-3,57514;3;Madrid without its inconvenients;Rejas;San Blas - Canillejas;79;Alojamiento completo
1;0;40957790;Alejandra;17150691;02/03/2019;40,42545;-3,6192;4;Puente de Mayo.Piso acogedor yluminoso 2hab;Arcos;San Blas - Canillejas;39;Alojamiento completo
1;327;181357029;Juan Carlos;32363398;30/03/2019;40,44373;-3,58379;5;Campezo 14 Suite. High speed wifi, new design.;Rejas;San Blas - Canillejas;80;Alojamiento completo
1;194;254018754;Ana;33771966;;40,44446;-3,58948;1;Madrid —Aeropuerto -rejas;Rejas;San Blas - Canillejas;55;Alojamiento completo
1;4;163343628;Ronny;33865856;;40,43488;-3,62137;1;Apartment walking distance Stadium Champions final;Simancas;San Blas - Canillejas;1300;Alojamiento completo
1;144;21326221;Laura;34674085;;40,44465;-3,58252;2;Apartamento d lujo a 5 min del Wanda Metropolitano;Rejas;San Blas - Canillejas;1000;Alojamiento completo
1;14;54387648;Fernando;11041389;15/04/2019;40,43123;-3,6233;2;Piso  Est. Wanda Metropolitano;Simancas;San Blas - Canillejas;32;Alojamiento completo
1;17;54387648;Fernando;23849115;12/05/2019;40,43198;-3,62467;2;Piso por estadio Wanda Metropolitano;Simancas;San Blas - Canillejas;53;Alojamiento completo
1;145;9932295;Juana Y Olga;4023226;29/04/2019;40,43467;-3,61946;2;LUXURY PENTHOUSE +TERRACE+ POOL;Simancas;San Blas - Canillejas;68;Alojamiento completo
1;80;192794786;Alba;25554347;29/04/2019;40,44864;-3,57705;1;Apartment Madrid - 4 guests max.;Rejas;San Blas - Canillejas;59;Alojamiento completo
1;86;192794786;Alba;29213222;24/02/2019;40,44222;-3,58435;1;Apartment close To Airport, IFEMA, Wanda;Rejas;San Blas - Canillejas;68;Alojamiento completo
1;95;192794786;Alba;29898816;21/04/2019;40,4472;-3,57662;1;Flat Madrid;Rejas;San Blas - Canillejas;62;Alojamiento completo
1;174;192794786;Alba;30075606;08/12/2018;40,44461;-3,58393;1;Apartment Madrid Airport Barajas;Rejas;San Blas - Canillejas;65;Alojamiento completo
1;155;39758265;928lifestyle S.L;9581698;28/04/2019;40,44028;-3,62288;3;Fantastico Loft Duplex Opción Garaje.;Simancas;San Blas - Canillejas;69;Alojamiento completo
1;164;39758265;928lifestyle S.L;7582198;28/04/2019;40,44031;-3,62336;3;Loft-Duplex Moderno con terraza y Garaje Opcional;Simancas;San Blas - Canillejas;69;Alojamiento completo
1;335;39758265;928lifestyle S.L;9623767;25/04/2019;40,44084;-3,62494;4;ALCALA ORIGINAL LOFT + TERRAZA, GARAJE  OPCIONAL;Simancas;San Blas - Canillejas;65;Alojamiento completo
1;133;39758265;928lifestyle S.L;21246929;03/01/2019;40,43829;-3,63058;7;Atico Loft con amplia terraza;Simancas;San Blas - Canillejas;85;Alojamiento completo
1;6;106308247;Mistialqiler S L;27807001;21/04/2019;40,44415;-3,58541;2;AEROPUERTO DE MADRID, FERIA DE MADRID WANDA;Rejas;San Blas - Canillejas;50;Alojamiento completo
1;75;7145793;Miguel Angel;27411500;23/04/2019;40,43708;-3,63549;2;Ever House Ciudad Lineal;Simancas;San Blas - Canillejas;60;Alojamiento completo
1;335;9885245;My Mad Madrid;17653107;09/05/2019;40,43847;-3,62371;1;Bright loft with chill out at 15min from center;Simancas;San Blas - Canillejas;55;Alojamiento completo
1;0;19501954;Salva;12664230;;40,46694;-3,69032;1;Piso perfecto en Plaza de Castilla;Almenara;Tetuán;65;Alojamiento completo
1;0;206490044;Jorge;28098438;21/10/2018;40,46566;-3,69372;1;Apartamento Bravo Murillo- Plaza  Castilla;Almenara;Tetuán;80;Alojamiento completo
1;38;16162477;Roberto;34557385;;40,47236;-3,69135;1;¡Espectacular Casa Unifamiliar con 2 Terrazas!;Almenara;Tetuán;300;Alojamiento completo
1;77;244719851;Maria;32564906;03/05/2019;40,47269;-3,69546;1;ACOGEDOR APARTAMENTO/WIFI GRATIS/ PARKING OPCIONAL;Almenara;Tetuán;130;Alojamiento completo
1;98;202230360;Bhetania;29329493;10/05/2019;40,47044;-3,69929;1;Madrid, Torres Kio, Plaza de Castilla, Bernabéu;Almenara;Tetuán;45;Alojamiento completo
1;135;35868145;Ewa;34588982;;40,46642;-3,69189;1;Estudio luminoso en zona Plaza Castilla;Almenara;Tetuán;35;Alojamiento completo
1;321;172195636;Roberto;23164248;01/05/2019;40,46638;-3,69134;1;Atico Puerta de Europa;Almenara;Tetuán;70;Alojamiento completo
1;340;240149424;Cristina;32227375;30/04/2019;40,47157;-3,69507;1;Cozy 2 Bedroom Apt in Tetuán - 3min to metro;Almenara;Tetuán;65;Alojamiento completo
1;0;65025401;Ana;12120875;;40,45183;-3,70436;1;Casa propia por temporadas;Bellas Vistas;Tetuán;20;Alojamiento completo
1;0;172360810;Roman;29622187;16/11/2018;40,45448;-3,70994;1;Comfortable apartment close to centre.;Bellas Vistas;Tetuán;79;Alojamiento completo
1;15;102675796;Fátima;18732848;06/05/2019;40,45153;-3,70543;1;Cozy and quiet house in the center;Bellas Vistas;Tetuán;40;Alojamiento completo
1;38;226896476;Hebe;30402073;11/05/2019;40,4527;-3,70545;1;Close to metro and downtown, convenient, luxury;Bellas Vistas;Tetuán;49;Alojamiento completo
1;311;132454808;Eduardo;24967286;09/05/2019;40,45041;-3,70379;1;Luxury apartment cuatro Caminos Madrid city center;Bellas Vistas;Tetuán;60;Alojamiento completo
1;0;69416543;Andrea;13235163;20/06/2016;40,4566;-3,7032;1;Espacioso y Acogerdor Apartamento;Berruguete;Tetuán;40;Alojamiento completo
1;0;77045622;Emile;13469435;17/12/2016;40,4557;-3,70296;1;Madrid Tetuan;Berruguete;Tetuán;70;Alojamiento completo
1;355;164663875;Kirsten;31921754;;40,45656;-3,7042;1;Penthouse Madrid;Berruguete;Tetuán;120;Alojamiento completo
1;359;1803854;Boban;33904444;;40,46089;-3,69978;1;Modern, industrial style apartment, great location;Berruguete;Tetuán;98;Alojamiento completo
1;0;169244886;Silvia;23423579;09/12/2018;40,46457;-3,69073;1;Hermoso estudio /loft ubicado en Plaza de Castilla;Castillejos;Tetuán;65;Alojamiento completo
1;4;261717006;Julio;34696102;;40,46168;-3,69396;1;Final Champions League;Castillejos;Tetuán;950;Alojamiento completo
1;14;235317628;Susana;31415776;11/05/2019;40,45962;-3,69388;1;Eurobuilding 2 Exclusive - Piscina Parking Terraza;Castillejos;Tetuán;105;Alojamiento completo
1;43;243366120;Margarita;32406953;07/05/2019;40,45977;-3,6955;1;Charming Eurobuilding 2 Luxury - con Piscina;Castillejos;Tetuán;100;Alojamiento completo
1;100;127734531;Banvalor Jh, S.L.U;18430447;29/04/2019;40,4573;-3,6937;1;CASTELLANA, SANTIAGO BERNABEU CUZCO. NETFLIX APART;Castillejos;Tetuán;120;Alojamiento completo
1;108;216627848;Beatriz;28874140;30/11/2018;40,45888;-3,69579;1;Apartamento de lujo junto al Santiago Bernabéu;Castillejos;Tetuán;150;Alojamiento completo
1;195;3403873;Diandra;24904187;06/03/2019;40,45953;-3,69573;1;Cuzco -  Bernabeu Luxury Home;Castillejos;Tetuán;100;Alojamiento completo
1;199;2853734;Javier;34523474;;40,45762;-3,69155;1;Amazing apartment 5 minutes to Santiago Bernabéu;Castillejos;Tetuán;1100;Alojamiento completo
1;302;45849398;Fran;8740647;06/05/2019;40,45907;-3,69584;1;Madrid Deluxe | Ap Lujo Paseo Castellana;Castillejos;Tetuán;75;Alojamiento completo
1;0;57525087;Daniela;12621363;08/05/2016;40,44961;-3,70036;1;Acogedor piso en Madrid;Cuatro Caminos;Tetuán;60;Alojamiento completo
1;2;261185092;Simon;34620542;;40,45104;-3,69744;1;Beautiful family flat in the centre of Madrid;Cuatro Caminos;Tetuán;2390;Alojamiento completo
1;3;70452730;Miguel Ángel;34522919;;40,45202;-3,70298;1;Stylish design apt close to Bernabeu;Cuatro Caminos;Tetuán;990;Alojamiento completo
1;3;77846862;Alberto;13536092;23/10/2017;40,45131;-3,69536;1;Sky of Madrid at the town. Awesome views;Cuatro Caminos;Tetuán;52;Alojamiento completo
1;14;102716956;Hugo;27368581;05/05/2019;40,45137;-3,70168;1;Newly Refurbished flat near Santiago Bernabéu;Cuatro Caminos;Tetuán;90;Alojamiento completo
1;57;120675467;Paolo;19007453;02/03/2019;40,45;-3,69698;1;space for families;Cuatro Caminos;Tetuán;1;Alojamiento completo
1;73;76896066;Sunny Studio! & Terrace;13608118;09/05/2019;40,45193;-3,69901;1;Sunny Studio & 30mt Terrace-Estudio y terraza 30mt;Cuatro Caminos;Tetuán;49;Alojamiento completo
1;126;169109405;Raquel;22861290;13/05/2019;40,4471;-3,70015;1;Enjoy Madrid! Near Santiago Bernabeu!;Cuatro Caminos;Tetuán;59;Alojamiento completo
1;154;135165113;Home & Offices Rent;19300752;05/05/2019;40,45521;-3,69326;1;Magnifico Loft en el corazón de Madrid.;Cuatro Caminos;Tetuán;270;Alojamiento completo
1;169;88027178;Patricia;26412940;21/04/2019;40,45186;-3,70149;1;Apartamento en Madrid - Cuatro Caminos;Cuatro Caminos;Tetuán;55;Alojamiento completo
1;287;160858808;Claudia;22028562;29/04/2019;40,45312;-3,69594;1;Bright W/ Terrace - Bernabeu & Nuevos Ministerios;Cuatro Caminos;Tetuán;105;Alojamiento completo
1;0;35625962;Herui;25617267;22/10/2018;40,46675;-3,70172;1;NUEVO APARTAMENTO! Nice full apartment  in Madrid;Valdeacederas;Tetuán;45;Alojamiento completo
1;0;168513525;Herui;27363120;30/11/2018;40,46649;-3,70075;1;Long Vacation in Madrid! Nice full apartment!!!;Valdeacederas;Tetuán;52;Alojamiento completo
1;0;144562473;Lisa;22072825;31/03/2018;40,4669;-3,70273;1;Dream apartment;Valdeacederas;Tetuán;40;Alojamiento completo
1;3;35105800;Rosa;34595519;;40,469;-3,69994;1;Cozy studio apartment. Perfect for couples;Valdeacederas;Tetuán;500;Alojamiento completo
1;336;100471679;Frida;34621836;;40,46591;-3,70414;1;Cute studio well comunicated;Valdeacederas;Tetuán;50;Alojamiento completo
1;0;118370170;Omar;17475695;;40,46905;-3,69048;2;Nice apt. close to Santiago Bernabeu Stadium;Almenara;Tetuán;45;Alojamiento completo
1;0;136718347;Ana;19481301;01/10/2017;40,46737;-3,69385;2;Piso recién reformado cerca de plaza Castilla;Almenara;Tetuán;55;Alojamiento completo
1;0;217783972;Eduardo;28890037;02/03/2019;40,46594;-3,69229;2;PLAZA CASTILLA | Bright & Great. Apartment 1BR;Almenara;Tetuán;39;Alojamiento completo
1;0;46771794;Juan Pablo;18973103;25/05/2018;40,47205;-3,69212;2;Piso entero recién reformado 85 metros2;Almenara;Tetuán;63;Alojamiento completo
1;40;200142581;Aryan;29593588;17/01/2019;40,46846;-3,69535;2;Casa de paz;Almenara;Tetuán;39;Alojamiento completo
1;113;193954418;Maria;25811179;12/05/2019;40,46971;-3,69099;2;Encuentra el relax en este piso luminoso y colorido en la plaza de Castilla;Almenara;Tetuán;92;Alojamiento completo
1;163;32743572;Carles;31229045;28/04/2019;40,46641;-3,69595;2;Piso lujoso cerca de Plaza Castilla;Almenara;Tetuán;100;Alojamiento completo
1;177;230558058;Arash;30822633;13/01/2019;40,46981;-3,69472;2;suiet de paz;Almenara;Tetuán;44;Alojamiento completo
1;290;62071163;Edgar;11684196;22/04/2019;40,47376;-3,68863;2;Cozy, 2 bed room apart in 4 towers Business Area;Almenara;Tetuán;105;Alojamiento completo
1;0;24721783;Marijo;13736678;;40,45349;-3,70708;2;Charming and modern loft near city centre;Bellas Vistas;Tetuán;60;Alojamiento completo
1;0;24416580;Nadir;4728228;18/07/2017;40,45108;-3,70355;2;Ático céntrico con gran terraza;Bellas Vistas;Tetuán;50;Alojamiento completo
1;0;15801382;Constanza;26741572;30/08/2018;40,45364;-3,70813;2;Santa Juliana;Bellas Vistas;Tetuán;41;Alojamiento completo
1;0;20623401;Javier;14164411;12/05/2019;40,4502;-3,70481;2;Spacious flat close to centre and football stadium;Bellas Vistas;Tetuán;75;Alojamiento completo
1;3;30034964;Ivan;34586026;;40,45302;-3,70449;2;Champions league flat;Bellas Vistas;Tetuán;2000;Alojamiento completo
1;7;19221447;Cristina;3755204;31/03/2019;40,45176;-3,70681;2;Apartamento diseño Madrid Centro con WIFI y Aire;Bellas Vistas;Tetuán;50;Alojamiento completo
1;13;58160304;Juan;11176573;20/07/2017;40,45333;-3,70301;2;BRIGHT & REFURBISHED 2BD - BERNABEU;Bellas Vistas;Tetuán;136;Alojamiento completo
1;19;2677326;Alejandro;19509041;13/05/2019;40,4533;-3,70975;2;Lovely Studio Loft + Terrace + Fiber + Netflix;Bellas Vistas;Tetuán;39;Alojamiento completo
1;40;135325022;Fabrizia;28717274;05/05/2019;40,45377;-3,70487;2;APARTAMENTO EL MIRADOR;Bellas Vistas;Tetuán;40;Alojamiento completo
1;67;231292800;Angel;30953550;12/05/2019;40,45114;-3,7071;2;"LA CASA DE LA PA (Website hidden by Airbnb) ""THE PEACE HOME""";Bellas Vistas;Tetuán;65;Alojamiento completo
1;70;103128901;Antonio;15899424;05/04/2019;40,44924;-3,70831;2;Céntrico y agradable apartamento en Madrid;Bellas Vistas;Tetuán;87;Alojamiento completo
1;71;15378510;Andres;14548682;29/04/2019;40,45202;-3,70802;2;Vintage&Chic Apartment;Bellas Vistas;Tetuán;70;Alojamiento completo
1;75;199274536;Dennis;33993545;;40,45334;-3,70726;2;Piso luminoso cerca del Bernabéu muy bien ubicado;Bellas Vistas;Tetuán;50;Alojamiento completo
1;75;8658448;Cedric;25323803;10/05/2019;40,45039;-3,70503;2;Bonito ático con increíble terraza para 2!;Bellas Vistas;Tetuán;70;Alojamiento completo
1;87;2726541;Samuel;30418194;;40,45482;-3,70512;2;Alojamiento para hasta 7 pax a 10 m del Bernabéu;Bellas Vistas;Tetuán;400;Alojamiento completo
1;94;135248962;Eva;19311782;29/04/2019;40,44848;-3,70525;2;Precioso apartamento en Cuatro Caminos-Castellana;Bellas Vistas;Tetuán;57;Alojamiento completo
1;115;60258480;Raul;33626905;05/05/2019;40,45219;-3,71055;2;Comfy Madrid Flat;Bellas Vistas;Tetuán;59;Alojamiento completo
1;256;234521475;Maria Del Carmen;31328568;13/05/2019;40,4527;-3,70399;2;Apartamento elegante y cálido en pleno centro de Madrid;Bellas Vistas;Tetuán;55;Alojamiento completo
1;296;41079152;Guillermo;10678539;21/04/2019;40,45473;-3,70342;2;Apartamento diseño.Design apartment;Bellas Vistas;Tetuán;78;Alojamiento completo
1;298;245550591;Estela Yan;32912187;30/04/2019;40,45195;-3,70682;2;comfortable apartment next to Bravo Murillo;Bellas Vistas;Tetuán;49;Alojamiento completo
1;313;78262837;Paloma;14012779;27/04/2019;40,45025;-3,71016;2;¡¡Disfruta de la capital!!;Bellas Vistas;Tetuán;70;Alojamiento completo
1;0;135647274;Macarena;19355958;;40,45753;-3,71028;2;Lovely 2 bedrooms flat in Francos Rodríguez;Berruguete;Tetuán;250;Alojamiento completo
1;0;70029771;Clara;13710484;08/07/2016;40,46333;-3,70578;2;Apartamento muy cómodo de dos habitaciones;Berruguete;Tetuán;26;Alojamiento completo
1;0;77070803;Juanita;26710477;15/07/2018;40,45854;-3,70701;2;Acogedor apartamento para conocer Madrid;Berruguete;Tetuán;70;Alojamiento completo
1;0;79061191;Ana;19579550;18/09/2017;40,45787;-3,7069;2;Pequeño, pero muy acogedor Estudio;Berruguete;Tetuán;30;Alojamiento completo
1;0;70466306;Josué Y Danny;19006238;10/09/2017;40,45854;-3,70526;2;Loft Madrid;Berruguete;Tetuán;65;Alojamiento completo
1;3;2330010;Bianca;9476554;05/05/2019;40,46001;-3,70403;2;Comfortable loft in Madrid;Berruguete;Tetuán;54;Alojamiento completo
1;35;117430026;Fernando;17451861;13/05/2019;40,45741;-3,70987;2;Small cozy house;Berruguete;Tetuán;45;Alojamiento completo
1;69;42418874;Paloma Y Joaquin;17007271;21/04/2019;40,45721;-3,70769;2;Cozy and Spacious 3 Bedroom Apartment;Berruguete;Tetuán;100;Alojamiento completo
1;71;256575706;Jose;33978828;09/05/2019;40,45948;-3,70495;2;COMFORT&Apartment 3 Room, Cuatro Torres, Bernabéu;Berruguete;Tetuán;91;Alojamiento completo
1;147;15724886;Elena;17710096;13/05/2019;40,4588;-3,7036;2;Estudio muy bien comunicado (metro linea 1);Berruguete;Tetuán;49;Alojamiento completo
1;286;35700554;Fernando;9226451;10/04/2016;40,45823;-3,70894;2;Estupendo y centrico bajo duplex;Berruguete;Tetuán;50;Alojamiento completo
1;299;79414942;Yasminah;13661995;13/05/2019;40,46043;-3,70414;2;Duplex penthouse in the city.;Berruguete;Tetuán;115;Alojamiento completo
1;0;161829162;Maria Del Puy;22158819;21/01/2018;40,45762;-3,69793;2;Piso confortable zona Cuzco/Santiago Bernabeu.;Castillejos;Tetuán;50;Alojamiento completo
1;0;81041514;Isra;15545096;08/05/2018;40,46452;-3,69248;2;Entire Place in Madrid, near Santiago Bernabeu;Castillejos;Tetuán;40;Alojamiento completo
1;0;39238794;Daniel;12751530;25/02/2018;40,45739;-3,69585;2;Central Madrid Apartment next to Bernabeu Stadium;Castillejos;Tetuán;62;Alojamiento completo
1;0;108667638;Elisha;16800218;12/05/2019;40,45828;-3,69824;2;Bright modern apartment in Tetuan;Castillejos;Tetuán;45;Alojamiento completo
1;19;13918336;Jon;33840398;;40,46217;-3,69669;2;Spectacular designer apartment, recently renovated;Castillejos;Tetuán;150;Alojamiento completo
1;89;251726012;Carmen;33416413;12/05/2019;40,46442;-3,68987;2;AMAZING LUXURY APARTMENT | BUSINESS DISTRICT;Castillejos;Tetuán;95;Alojamiento completo
1;92;57745893;Enrique;33786697;21/04/2019;40,46186;-3,69617;2;Cerca/Close to the Center and Bernabeu;Castillejos;Tetuán;82;Alojamiento completo
1;107;50392291;Jose Luis;9774594;29/04/2019;40,45743;-3,69637;2;Estudio Madrid Bernabeu Cuzco;Castillejos;Tetuán;40;Alojamiento completo
1;136;168560194;Antonio;22809618;22/04/2019;40,45956;-3,69711;2;Bright & refurbished 2BD with terrace- CUZCO;Castillejos;Tetuán;92;Alojamiento completo
1;144;261495555;Alvaro;34661268;;40,45752;-3,69341;2;Apartment for Champions League Final in Madrid;Castillejos;Tetuán;550;Alojamiento completo
1;157;51588646;Miguel;10052073;09/05/2019;40,45925;-3,69362;2;Bernabeu Cuzco Castellana Apartment with NETFLIX;Castillejos;Tetuán;120;Alojamiento completo
1;160;254096618;María Jesús;33710054;28/04/2019;40,45845;-3,69034;2;ÁTICO PENTHOUSE DE LUJO MADRID CASTELLANA BERNABÉU;Castillejos;Tetuán;395;Alojamiento completo
1;203;50273790;Eugenio;11728046;26/04/2019;40,45776;-3,69573;2;Apartamento Cuzco, Bernabeu Licencia VT 4460;Castillejos;Tetuán;95;Alojamiento completo
1;225;47204480;Lola;12510206;01/05/2019;40,4625;-3,69625;2;Casa Lujo para grupos (Hasta 12 personas);Castillejos;Tetuán;195;Alojamiento completo
1;270;158305158;Laura;21736363;30/01/2019;40,46321;-3,696;2;APARTAMENTO EN ZONA TETUAN / PASEO CASTELLANA;Castillejos;Tetuán;70;Alojamiento completo
1;272;103266528;Begoña;15916793;;40,45878;-3,69388;2;Apartamento Exclusivo en Orense 69;Castillejos;Tetuán;160;Alojamiento completo
1;276;176234759;Gediser;23579143;28/04/2019;40,46072;-3,69315;2;La Casa de Castellana, un espacio único con decoración exquisita;Castillejos;Tetuán;90;Alojamiento completo
1;282;99473456;Belén;15490684;02/05/2019;40,46278;-3,69388;2;Wonderful & Central Studio with private Parking;Castillejos;Tetuán;53;Alojamiento completo
1;288;85477908;Juan;22690469;03/05/2019;40,46087;-3,69386;2;Céntrico apartamento con PARKING Y GIMNASIO;Castillejos;Tetuán;56;Alojamiento completo
1;328;64913401;Ignacio;30753507;10/05/2019;40,45939;-3,69511;2;apartamento zona cuzco;Castillejos;Tetuán;65;Alojamiento completo
1;361;30009630;Virginia;19854570;06/05/2019;40,46427;-3,69278;2;Precioso Ático Penthouse Rooftop Madrid;Castillejos;Tetuán;119;Alojamiento completo
1;0;137252326;Albano;19540030;;40,45529;-3,69925;2;Madrid. Rent a flat first weekend of July.;Cuatro Caminos;Tetuán;32;Alojamiento completo
1;0;28956477;Ana;5584630;;40,45297;-3,69505;2;Madrid Centre Cozy Chic with Views;Cuatro Caminos;Tetuán;70;Alojamiento completo
1;0;14070517;Cristina;19194989;24/06/2017;40,45406;-3,70128;2;Moderno apartamento al lado de línea 1 de metro;Cuatro Caminos;Tetuán;50;Alojamiento completo
1;0;139933688;Sheily;21963294;28/11/2017;40,45325;-3,70057;2;‘Warm & Cozy Petite Apartment’;Cuatro Caminos;Tetuán;80;Alojamiento completo
1;0;21758923;Alfonso;19528778;31/07/2018;40,45158;-3,7025;2;Sunny renovated apartment close to the Subway;Cuatro Caminos;Tetuán;120;Alojamiento completo
1;0;69326677;Rafael;17851658;05/06/2017;40,45586;-3,69676;2;Estudio confortable próximo a castellana.;Cuatro Caminos;Tetuán;45;Alojamiento completo
1;0;93596147;Manuel;18154574;27/10/2018;40,4555;-3,70177;2;New Sunny apartment well located!;Cuatro Caminos;Tetuán;60;Alojamiento completo
1;2;15984811;Pablo;34564161;;40,45152;-3,69446;2;Cozy 2 bedroom apartment - Real Madrid Stadium;Cuatro Caminos;Tetuán;125;Alojamiento completo
1;3;111410994;Javier;34272811;;40,44771;-3,69875;2;Magnífico piso en Nuevos Ministerios;Cuatro Caminos;Tetuán;2500;Alojamiento completo
1;4;10247475;Abel;30551594;;40,4474;-3,70179;2;Duplex penthouse SantiagoBernabeu/Chamberi/AZCA;Cuatro Caminos;Tetuán;1600;Alojamiento completo
1;4;119903454;Álvaro;34592373;;40,4472;-3,70056;2;Luxury flat in the best neighborhood of Madrid;Cuatro Caminos;Tetuán;2000;Alojamiento completo
1;6;55523234;Gonzalo;17730587;31/12/2018;40,45201;-3,69401;2;Apartamento Santiago Bernabéu - Castellana;Cuatro Caminos;Tetuán;135;Alojamiento completo
1;14;14837102;Guillermo;34558803;;40,45548;-3,69954;2;FINAL CHAMPIONS LEAGUE  - Bernabeu - 3 mins metro;Cuatro Caminos;Tetuán;1000;Alojamiento completo
1;15;32109394;Alejandro;34659013;;40,44958;-3,69757;2;Champions League Flat for a couple;Cuatro Caminos;Tetuán;700;Alojamiento completo
1;16;21058469;Javier;34527538;;40,45598;-3,69563;2;Champions League Final in Madrid;Cuatro Caminos;Tetuán;1800;Alojamiento completo
1;16;222213931;Cris;29508656;01/05/2019;40,45486;-3,69946;2;Cozy & Bright Nuevos Ministerios-AZCA;Cuatro Caminos;Tetuán;70;Alojamiento completo
1;31;16458189;Angela;27104486;04/05/2019;40,44912;-3,69949;2;Beautiful duplex with large terrace in the center;Cuatro Caminos;Tetuán;96;Alojamiento completo
1;42;27517398;Alejandro;21331801;28/04/2019;40,45532;-3,70109;2;Cozy Peron;Cuatro Caminos;Tetuán;57;Alojamiento completo
1;48;222071582;Marti;29485547;12/05/2019;40,45107;-3,69539;2;EXCLUSIVE Apartment | Bernabéu - GARAGE included;Cuatro Caminos;Tetuán;65;Alojamiento completo
1;52;71849090;Laurie;34412787;;40,45298;-3,69926;2;Piso ideal para descubrir Madrid;Cuatro Caminos;Tetuán;40;Alojamiento completo
1;59;4773155;Jose Miguel;34525062;;40,45593;-3,69362;2;Stunning apartment near the Santiago Bernabéu;Cuatro Caminos;Tetuán;750;Alojamiento completo
